Sector,Outcome,Output,Area,Partner,Category,Value
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,IOCC,Stabilization,165000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,OXFAM,Stabilization,439000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,UNDP,Stabilization,1000000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,MEW,Stabilization,2400000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,IOCC,Refugee,80000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNHABITAT,Refugee,87500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,Intersos,Refugee,271000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNDP,Refugee,275000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,MEW,Refugee,2400000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,IOCC,Stabilization,80000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNHABITAT,Stabilization,87500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,Intersos,Stabilization,271000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNDP,Stabilization,275000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,MEW,Stabilization,2400000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,UNHABITAT,Refugee,71250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,IOCC,Refugee,126500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,MEW,Refugee,3800000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,UNHABITAT,Stabilization,71250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,IOCC,Stabilization,126500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,MEW,Stabilization,3800000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,IR Lebanon,Refugee,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,MEW,Refugee,800000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,IR Lebanon,Stabilization,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,MEW,Stabilization,800000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Countrywide,OXFAM,Refugee,160000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Countrywide,OXFAM,Stabilization,160000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,COOPI,Refugee,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,COOPI,Stabilization,125000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Akkar,Mercy USA,Refugee,63000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Akkar,Mercy USA,Stabilization,63000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,UNRWA,Refugee,7500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Bekaa,UNRWA,Stabilization,7500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,OXFAM,Refugee,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,OXFAM,Stabilization,100000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,UNHCR,Refugee,503404
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Beirut,UNHCR,Stabilization,503404
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNHCR,Refugee,235123
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,South,UNHCR,Stabilization,235123
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,UNRWA,Refugee,17500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.1 Water supply,Tripoli,UNRWA,Stabilization,17500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,Save the Children,Refugee,12070
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,Leb Relief,Refugee,60810
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,ACTED,Refugee,20212.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,ANERA,Refugee,2200
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,PU AMI,Refugee,27523
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,CONCERN,Refugee,53575
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,UNICEF,Refugee,139031.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,Save the Children,Stabilization,12070
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,Leb Relief,Stabilization,60810
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,ACTED,Stabilization,20212.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,ANERA,Stabilization,2200
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,PU AMI,Stabilization,27523
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,CONCERN,Stabilization,53575
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,UNICEF,Stabilization,139031.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,Save the Children,Refugee,10536
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,PU AMI,Refugee,3665.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,ACTED,Refugee,34662.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,IOCC,Refugee,7750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNRWA,Refugee,6250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNICEF,Refugee,419569
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,Save the Children,Stabilization,10536
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,PU AMI,Stabilization,3665.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,ACTED,Stabilization,34662.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,IOCC,Stabilization,7750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNRWA,Stabilization,6250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNICEF,Stabilization,419569
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,WVI,Refugee,29541.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Save the Children,Refugee,22593
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Medair Lebanon,Refugee,32250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,IOCC,Refugee,10500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,ACF,Refugee,30000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Intersos,Refugee,61150
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Mercy Corps,Refugee,32500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,OXFAM,Refugee,82520
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,UNICEF,Refugee,397053
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,URDA,Refugee,216000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,WVI,Stabilization,29541.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Save the Children,Stabilization,22593
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Medair Lebanon,Stabilization,32250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,IOCC,Stabilization,10500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,ACF,Stabilization,30000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Intersos,Stabilization,61150
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,Mercy Corps,Stabilization,32500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,OXFAM,Stabilization,82520
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,UNICEF,Stabilization,397053
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,URDA,Stabilization,216000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Countrywide,NRC,Refugee,125750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Countrywide,NRC,Stabilization,125750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,PU AMI,Refugee,5504.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,IOCC,Refugee,3000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,Intersos,Refugee,61150
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,OXFAM,Refugee,20000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,Mercy Corps,Refugee,32500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,UNICEF,Refugee,184554
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,PU AMI,Stabilization,5504.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,IOCC,Stabilization,3000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,Intersos,Stabilization,61150
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,OXFAM,Stabilization,20000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,Mercy Corps,Stabilization,32500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,UNICEF,Stabilization,184554
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,OXFAM,Refugee,3250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,IOCC,Refugee,7400
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,SI,Refugee,10000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNICEF,Refugee,240057
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,OXFAM,Stabilization,3250
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,IOCC,Stabilization,7400
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,SI,Stabilization,10000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNICEF,Stabilization,240057
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,UNHCR,Refugee,4457.9
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Akkar,UNHCR,Stabilization,4457.9
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNHCR,Refugee,371447.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Beirut,UNHCR,Stabilization,371447.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,CARE,Refugee,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,GVC Lebanon,Refugee,3000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,UNHCR,Refugee,455198
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,CARE,Stabilization,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,GVC Lebanon,Stabilization,3000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Bekaa,UNHCR,Stabilization,455198
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,UNHCR,Refugee,31349.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,South,UNHCR,Stabilization,31349.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,CARE,Refugee,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNHCR,Refugee,69720.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,CARE,Stabilization,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNHCR,Stabilization,69720.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,CISP   Lebanon,Refugee,52500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,CISP   Lebanon,Stabilization,52500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNRWA,Refugee,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.2 Water quality,Tripoli,UNRWA,Stabilization,1500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,PU AMI,Refugee,15592.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,Leb Relief,Refugee,106500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,CONCERN,Refugee,92560
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,UNICEF,Refugee,305680
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,ACTED,Refugee,325275
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,PU AMI,Stabilization,15592.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,Leb Relief,Stabilization,106500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,CONCERN,Stabilization,92560
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,UNICEF,Stabilization,305680
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,ACTED,Stabilization,325275
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,PU AMI,Refugee,1029
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,UNICEF,Refugee,1398047
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,ACTED,Refugee,358975
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,PU AMI,Stabilization,1029
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,UNICEF,Stabilization,1398047
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,ACTED,Stabilization,358975
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Medair Lebanon,Refugee,18700
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Intersos,Refugee,18750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,OXFAM,Refugee,393650
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Mercy Corps,Refugee,67500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,GVC Lebanon,Refugee,50000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,WVI,Refugee,84870
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,SIF,Refugee,128218.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,UNICEF,Refugee,775974
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Medair Lebanon,Stabilization,18700
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Intersos,Stabilization,18750
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,OXFAM,Stabilization,393650
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,Mercy Corps,Stabilization,67500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,GVC Lebanon,Stabilization,50000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,WVI,Stabilization,84870
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,SIF,Stabilization,128218.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Bekaa,UNICEF,Stabilization,775974
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Countrywide,NRC,Refugee,35000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Countrywide,NRC,Stabilization,35000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,PU AMI,Refugee,1543.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Intersos,Refugee,10000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Solidar Suisse,Refugee,42950
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Mercy Corps,Refugee,67500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNICEF,Refugee,547139
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,PU AMI,Stabilization,1543.5
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Intersos,Stabilization,10000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Solidar Suisse,Stabilization,42950
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,Mercy Corps,Stabilization,67500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,South,UNICEF,Stabilization,547139
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,SI,Refugee,20000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,OXFAM,Refugee,27200
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,UNICEF,Refugee,581907
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,SI,Stabilization,20000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,OXFAM,Stabilization,27200
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Tripoli,UNICEF,Stabilization,581907
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,Save the Children,Refugee,210000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Akkar,Save the Children,Stabilization,210000
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,UNHABITAT,Refugee,82500
"Water & Sanitation (WSH): Pop Target = 2,860,000",WSH- 1 Access to water is ensured,WSH- 1.3 Water storage,Beirut,Save the Children,Refugee,105000
