DumpTotal,Sector,Outcome,,Output,Activity,Area,Partner,Value
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,Bekaa,SIF,43875
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,Bekaa,UNHABITAT,320000
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,South,Intersos,30000
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,South,Solidar Suisse,30000
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,South,UNHABITAT,500000
SUM of Selected,Shelter (SHL),SHL-2. Improved Living conditions in FS & IS,,SHL-2.2 holistic neighborhood approaches,2. Integrated neighborhood improvement,Tripoli,UNHABITAT,500000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,Akkar,UNHABITAT,10000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,Beirut,UNHABITAT,12000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,Bekaa,UNHABITAT,10000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,South,Intersos,12000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,South,UNHABITAT,12000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,1. Establish ‘Housing Observatories’,Tripoli,UNHABITAT,12000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Akkar,NRC,52500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Akkar,UNHABITAT,9000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Beirut,UNHABITAT,12500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Bekaa,NRC,22500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Bekaa,UNHABITAT,9000
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,South,NRC,52500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,South,Solidar Suisse,11250
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,South,UNHABITAT,12500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Tripoli,IOM,19500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Tripoli,NRC,52500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.1 Advocacy for policies and legal frame,2. Dissemination of lease agreements,Tripoli,UNHABITAT,12500
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,Akkar,UNHABITAT,0
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,Beirut,UNHABITAT,0
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,Bekaa,UNHABITAT,0
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,South,IOM,0
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,South,UNHABITAT,0
SUM of Selected,Shelter (SHL),SHL-3. sustainable and affordable housing,,SHL-3.2 Promote dialogue in public and privat,1. pilot proposal for housing of lower income popu,Tripoli,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Akkar,International Alert,10000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Akkar,Save the Children,66000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Akkar,SFCG,25000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Akkar,UNDP,12600
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Beirut,CLMC Lebanon,144000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Beirut,Intersos,4000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Beirut,Save the Children,46000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Beirut,SFCG,12480
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Beirut,UNDP,34000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,ACF,13000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,ActionAid,8000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,International Alert,10000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,Intersos,8000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,Mercy Corps,136320
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,Save the Children,66000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,SFCG,54000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Bekaa,UNDP,20000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,South,ACF,13000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,South,Intersos,8000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,South,SFCG,20800
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,South,UNDP,8000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,South,UNHCR,25192.804
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Tripoli,Mercy Corps,10000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Tripoli,Mercy Corps,90880
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Tripoli,Save the Children,46000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,1. Conflict mitigation mechanims,Tripoli,UNHCR,25192.804
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Akkar,ANERA,60000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Akkar,International Alert,22500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Akkar,RET,22500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Akkar,WVI,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,CLMC Lebanon,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,HWA,45000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,Intersos,12000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,Makhzoumi,450
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,RET,57000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,UNDP,50304.9
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,UNHCR,726109.362
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,WCH,195000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Beirut,WVI,60000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,ActionAid,3600
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,CLMC Lebanon,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,International Alert,22500
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,Intersos,24000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,SFCG,86062.5
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,UNDP,68299.2
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Bekaa,WVI,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Countrywide,UNESCO,172200
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Countrywide,UNFPA,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Countrywide,UNRWA,15000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,ANERA,60000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,CLMC Lebanon,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,Intersos,24000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,OXFAM,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,SFCG,86062.5
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,South,WVI,90000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,British Council,16800
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,CLMC Lebanon,75000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,Mercy Corps,30000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,OXFAM,33000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,RET,51000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.1 Community capacity for conflict mgt,2. Youth peacebuilding initiatives,Tripoli,Safadi Foundation,33000
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Bekaa,ActionAid,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Countrywide,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Countrywide,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Countrywide,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Countrywide,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,South,IOM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,South,Solidar Suisse,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,1. Conduct assessment/perception survey,Tripoli,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Akkar,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Akkar,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Akkar,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Beirut,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Beirut,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Beirut,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Bekaa,ActionAid,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Bekaa,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Bekaa,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Bekaa,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Countrywide,UNRWA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,IOM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,Solidar Suisse,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,South,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,2. Support LG institut in part process,Tripoli,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Akkar,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Akkar,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Akkar,RET,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Akkar,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Akkar,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,RET,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,UNFPA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,UNRWA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Beirut,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,ACF,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,ActionAid,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,UNFPA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Bekaa,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,ACF,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,IOM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,South,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,DRC,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,Mercy Corps,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,OXFAM,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,RET,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,UNFPA,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,3. CB of LG institutions to build SC,Tripoli,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Akkar,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Akkar,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Akkar,WVI,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,ACTED,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,UNDP,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,UNHABITAT,0
SUM of Selected,Social Cohesion (SC),SC -1 Social cohesion promoted,,SC -1.2 Local Gvt cap. for SC & basic service,4. Support the delivery of basice services,Beirut,UNHCR,0
